,id,title,description,director,cast,rating
2099,tt0048021,Rififi,"Four men plan a technically perfect crime, but the human element intervenes...",Jules Dassin,"Jean Servais, 
Carl Möhner, 
Robert Manuel, 
Janine Darcey",8.1
2126,tt19877788,Neverland,"With seven days to pay back a drug-dealer, three young Polynesian men take up a job from a local crime lord in order to set things straight.",Herbert Leota,"Bally Boy, 
Manu Crooks, 
Enzo, 
Shanice Esther-Louise",8.5
2136,tt15465194,Dr. 56,"The story is based on some real events happening in the society. This is a science fiction medical thriller murder mystery story . PRIYA, who is a CBI officer, comes to the City for ...                See full summary »",Rajesh Anandaleela,"Ramesh Bhat, 
Deepak, 
Swathi Gurudath, 
Manjunath Hegde",9.0
2143,tt5571734,Pink,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Aniruddha Roy Chowdhury,"Amitabh Bachchan, 
Taapsee Pannu, 
Kirti Kulhari, 
Andrea Tariang",8.1
2173,tt13391710,Jana Gana Mana,"As a college professor's brutal murder sparks student unrest, a cop launches an investigation while a lawyer seeks justice in the the courtroom.",Dijo Jose Antony,"Prithviraj Sukumaran, 
Suraj Venjaramoodu, 
Mamta Mohandas, 
Mammootty",8.3
2236,tt3417422,Drishyam,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,Jeethu Joseph,"Mohanlal, 
Meena, 
Asha Sharath, 
Ansiba",8.3
2245,tt3560686,The Fool,"Dima Nikitin is an ordinary honest plumber who suddenly decides to face the corrupt system of local politics in order to save the lives of 800 inhabitants of an old dormitory, which is about to collapse.",Yuriy Bykov,"Artyom Bystrov, 
Natalya Surkova, 
Yuriy Tsurilo, 
Boris Nevzorov",8.0
2351,tt6148156,Vikram Vedha,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.","Gayatri, 
Pushkar, 
Gowtham Selvaraj","Madhavan, 
Vijay Sethupathi, 
Shraddha Srinath, 
Kathir",8.2
2387,tt0065889,Investigation of a Citizen Above Suspicion,"A chief of detectives, homicide section, kills his mistress and deliberately leaves clues to prove his own responsibility for the crime.",Elio Petri,"Gian Maria Volontè, 
Florinda Bolkan, 
Gianni Santuccio, 
Orazio Orlando",8.0
2456,tt0400234,Black Friday,"A film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.",Anurag Kashyap,"Kay Kay Menon, 
Pawan Malhotra, 
Aditya Srivastav, 
Dibyendu Bhattacharya",8.4
2486,tt7019942,Super Deluxe,"An unfaithful newly-wed wife, an estranged father, a priest and an angry son suddenly find themselves in the most unexpected predicaments, each poised to experience their destiny, all on one fateful day.",Thiagarajan Kumararaja,"Vijay Sethupathi, 
Fahadh Faasil, 
Samantha Ruth Prabhu, 
Ramya Krishnan",8.3
2557,tt0042804,The Young and the Damned,"A group of juvenile delinquents lives a violent and crime-filled life in the festering slums of Mexico City, and the morals of young Pedro are gradually corrupted and destroyed by the others.",Luis Buñuel,"Alfonso Mejía, 
Roberto Cobo, 
Estela Inda, 
Miguel Inclán",8.3
2579,tt0054407,Le Trou,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.,Jacques Becker,"André Bervil, 
Jean Keraudy, 
Michel Constantin, 
Philippe Leroy",8.5
2632,tt0488414,Omkara,A politically-minded enforcer's misguided trust in his lieutenant leads him to suspect his wife of infidelity in this adaptation of Shakespeare's 'Othello'.,Vishal Bhardwaj,"Ajay Devgn, 
Kareena Kapoor, 
Saif Ali Khan, 
Konkona Sen Sharma",8.1
2653,tt0023042,I Am a Fugitive from a Chain Gang,"Wrongly convicted James Allen serves in the intolerable conditions of a Southern chain gang, which later comes back to haunt him.",Mervyn LeRoy,"Paul Muni, 
Glenda Farrell, 
Helen Vinson, 
Noel Francis",8.2
2689,tt0023622,Trouble in Paradise,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,Ernst Lubitsch,"Miriam Hopkins, 
Kay Francis, 
Herbert Marshall, 
Charles Ruggles",8.0
2771,tt11953248,Garuda Gamana Vrishabha Vahana,"Set in the backdrop of the coastal and cultural city of modern-day Mangaluru, Hari and his soulmate Shiva rise together to great heights only to face off as bitter enemies resulting to their own downfall and destruction.",Raj B. Shetty,"Raj B. Shetty, 
Rishab Shetty, 
Gopalkrishna Deshpande, 
Deepak Rai Panaje",8.3
2811,tt0379370,Maqbool,The intrigue of the Shakespearean tragedy 'Macbeth' is transposed to the Mumbai underworld.,Vishal Bhardwaj,"Irrfan Khan, 
Tabu, 
Pankaj Kapur, 
Naseeruddin Shah",8.0
2833,tt0095468,A Short Film About Killing,A soon-to-be lawyer crosses his path with a taxi driver and a young sinister man.,Krzysztof Kieslowski,"Miroslaw Baka, 
Krzysztof Globisz, 
Jan Tesarz, 
Zbigniew Zapasiewicz",8.0
2868,tt8144834,Section 375,"A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew, Anjali Dangle of having raped her at his residence.",Ajay Bahl,"Akshaye Khanna, 
Richa Chadha, 
Rahul Bhat, 
Meera Chopra",8.1
2895,tt14073690,How to Rob,"Sean Price and Jimmy Winters are a two man stick up crew, robbing criminals from Boston to Cape Cod. Sean wants out of the game but it's not so simple when a couple of killers are hunting them for retribution over a past robbery.",Peter Horgan,"Chinaza Uche, 
Kevin Nagle, 
David Pridemore, 
Arthur Hiou",9.6
2962,tt0242519,Hera Pheri,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Priyadarshan,"Akshay Kumar, 
Suniel Shetty, 
Paresh Rawal, 
Tabu",8.1
3007,tt0085743,Jaane Bhi Do Yaaro,"Two friends, attempting to start-up their own photo studio, come across shady dealings, corruption and murder, and must fight to bring the guilty to light.",Kundan Shah,"Naseeruddin Shah, 
Ravi Baswani, 
Bhakti Barve, 
Satish Shah",8.3
3022,tt0054460,The Bad Sleep Well,A vengeful young man marries the daughter of a corrupt industrialist in order to seek justice for his father's suicide.,Akira Kurosawa,"Toshirô Mifune, 
Masayuki Mori, 
Kyôko Kagawa, 
Tatsuya Mihashi",8.0
3127,tt2377938,Special 26,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,Neeraj Pandey,"Akshay Kumar, 
Anupam Kher, 
Manoj Bajpayee, 
Jimmy Shergill",8.0
3165,tt0116231,The Bandit,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",Yavuz Turgul,"Sener Sen, 
Ugur Yücel, 
Sermin Hürmeriç, 
Yesim Salkim",8.1
3373,tt7060460,Theeran Adhigaram Ondru,"Theeran, a police officer, is entrusted with the task to solve the mystery behind a series of murders. The only clue left behind is that all the murders are committed in the same pattern.",H. Vinoth,"Karthi, 
Rakul Preet Singh, 
Abhimanyu Singh, 
Bose Venkat",8.2
3436,tt0084548,Interrogation,"Tonia goes out drinking. She wakes up in prison, not having a clue why she's there. She is tortured to encourage her to confess to a crime she is not aware of.",Ryszard Bugajski,"Krystyna Janda, 
Adam Ferency, 
Janusz Gajos, 
Agnieszka Holland",8.0
3492,tt0279901,Kiga kaikyô,"Three thieves escape from a heist, one of them killing the other two. He is sheltered by a prostitute and sought after by the police, but only after ten years his true motivation unravels.",Tomu Uchida,"Rentarô Mikuni, 
Sachiko Hidari, 
Kôji Mitsui, 
Yoshi Katô",8.0
3503,tt10545484,Evaru,Sub-inspector Vikram Vasudev is entrusted with the task of investigating the murder of a high ranking officer who was killed by his alleged rape victim. When he delves deeper into the case he uncovers some surprising facts.,Venkat Ramji,"Adivi Sesh, 
Regina Cassandra, 
Naveen Chandra, 
Murli Sharma",8.1
3554,tt11241394,Hair-Trigger,A group of novice criminals find themselves laying low in the middle of nowhere. Chaos and confusion set in as they find out they may not be alone.,Steven Gerald Warkel,"Emily Carlson, 
Chris Charais, 
Joseph Schwartz, 
Jeremy Frandrup",8.9
3591,tt13475220,What We Do Next,"When Elsa Mercado is released from prison after serving 16 years for killing her father, an NYC Councilwoman and corporate attorney are forced to grapple with their involvement in the original crime.",Stephen Belber,"Michelle Veintimilla, 
Karen Pittman, 
Corey Stoll, 
Shannon Cogan",8.1
3650,tt4470260,The Arc,"A secret organization with a hidden agenda sets in motion the beginning of Armageddon. Governments have been infiltrated, law and order become an illusion, and humanity struggles to hang on...                See full summary »",J.T. Woods,"Maria Shamkalian, 
Samantha Ireland, 
Jeff Moffitt, 
Zephyr Ingle",9.1
3694,tt0376127,Anniyan,"Ramanujam, who suffers from multiple personality disorder, works as a lawyer by day and a vigilante at night. He uses tips from the 'Garuda Purana' as his tools to expose various antisocial elements.",S. Shankar,"Vikram, 
Sada, 
Prakash Raj, 
Vivek",8.3
3706,tt3711164,Sathuranga Vettai,"Ace conman Gandhi effortlessly thinks up schemes to swindle gullible and greedy folks. However on a rare occasion, things don't go according to plan and he ends up in the clutches of a ruthless gang who demand schemes from him for money.",H. Vinoth,"Nataraja Subramanian, 
Ishara Nair, 
Ponvannan, 
Ilavarasu",8.1
3730,tt0220832,Vaastav: The Reality,Consequences force an innocent man to get involved in crime after making an error.,Mahesh Manjrekar,"Sanjay Dutt, 
Namrata Shirodkar, 
Reema Lagoo, 
Shivaji Satam",8.0
3735,tt10515086,The Blue Elephant 2,"A meeting with a new inmate in the psychiatric hospital flips Dr. Yehia's life upside down, he prophesies that the death of his entire family is only three days away.",Marwan Hamed,"Karim Abdel Aziz, 
Nilli Karim, 
Hind Sabri, 
Eyad Nassar",8.0
3762,tt0087123,Strangler vs. Strangler,"A mentally-disturbed flower seller starts killing young girls on the streets of Belgrade. While the frustrated police inspector is trying to stop him, an aspiring musician finds his life and work deeply intertwined with that of a killer.",Slobodan Sijan,"Tasko Nacic, 
Nikola Simic, 
Srdjan Saper, 
Sonja Savic",8.1
3781,tt0466460,Khosla Ka Ghosla!,A Delhi-based retired middle-class man tries half-heartedly to get his land back from a swindling property dealer with the help of his sons and their friends.,"Dibakar Banerjee, 
Pravin E. Birje","Anupam Kher, 
Boman Irani, 
Parvin Dabas, 
Tara Sharma",8.3
3804,tt9339850,Jezabel,"Four upper-class high school students who live carefree between drugs, games and love until one of the girls, Eli, is brutally killed. Sixteen years later, the memory of the crime torments Alain, another member of the group.",Hernán Jabes,"Erich Wildpret, 
Johanna Juliethe, 
Gabriel Agüero, 
Maria Conchita Alonso",8.2
3809,tt0093603,Nayakan,"A common man's struggles against a corrupt police force put him on the wrong side of the law. He becomes a don, who is loved and respected by many, but his growing power and influence exact a heavy toll.",Mani Ratnam,"Kamal Haasan, 
Saranya Ponvannan, 
Delhi Ganesh, 
Janakaraj",8.6
3835,tt5959980,Vada Chennai,A young carrom player in north Chennai becomes a reluctant participant in a war between two warring gangsters.,Vetrimaaran,"Dhanush, 
Ameer Sultan, 
Radha Ravi, 
Daniel Balaji",8.4
3859,tt10719764,All Gone Wrong,"After a rookie undercover cop is gunned down in a drug bust gone wrong, the veteran agent in-charge is put on leave and begins an unauthorized investigation into the failed deal, leading ...                See full summary »",Josh Guffey,"Jake Kaufman, 
Tony Todd, 
Krystal Torres, 
Antonio St. James",8.2
3909,tt20516932,The Umbrella Men,"A ragtag bunch of musicians are forced to rob a bank during the Cape Town Minstrel Carnival in the hope they will save their iconic, but in-debt nightclub in the Bo Kaap.",John Barker,"Abduragman Adams, 
Omar Adams, 
Irshaad Ally, 
Keenan Arrison",8.4
3910,tt14188930,"Nna, Thaan Case Kodu",A reformed thief's fight for justice when an innocent act to defend himself places him in loggerheads with the high and mighty of society.,Ratheesh Balakrishnan Poduval,"Kunchacko Boban, 
Gayathrie, 
Rajesh Madhavan, 
Unnimaya Prasad",8.0
4000,tt6850670,The Killers Next Door,A trip to the woods in rural New Hampshire becomes a fight for survival when two ex-convicts on the run cross paths with a young married couple.,Michael A. LoCicero,"David Pridemore, 
Rosanna Jimenez, 
Michael A. LoCicero, 
Sean Carmichael",8.6
4239,tt10214826,Agent Sai Srinivasa Athreya,Agent Sai Srinivasa Athreya is an authentic humorous investigative thriller revolving around the adventures of a detective based out of Nellore.,Swaroop Rsj,"Naveen Polishetty, 
Shruti Sharma, 
Krishneswara Rao, 
Suhas",8.3
4248,tt6380520,Dhuruvangal Pathinaaru,"A police officer retires after an accident during a case investigation. Years later, he is forced to relive the past as he narrates the story to his friend's son.",Karthick Naren,"Rahman, 
Prakash Raghavan, 
Sharath Kumar, 
Santhosh Krishna",8.2
4302,tt14628220,Forty Winks,A struggling Hypnotist in New York City is blackmailed into being the world's first hypnotist hit man after a mysterious woman finds out his degree is fake.,William Atticus Parker,"Justin Marcel McManus, 
Hart Bochner, 
Susan Sarandon, 
Leon Addison Brown",8.2
4306,tt0296574,Company,"A small-time gangster named Chandu teams up with Malik, a low-level enforcer for a criminal syndicate. Together they eliminate all their enemies, becoming the most feared gangsters in Mumbai.",Ram Gopal Varma,"Ajay Devgn, 
Mohanlal, 
Manisha Koirala, 
Seema Biswas",8.0
4389,tt4991384,Visaaranai,Four labourers are tortured by the police to confess to a theft they have not committed.,Vetrimaaran,"Dinesh, 
Samuthirakani, 
Anandhi, 
Murugadass",8.5
4435,tt0062759,The Diamond Arm,An ordinary Soviet citizen accidentally intervenes into a huge operation of international criminal group that trades illegally obtained jewelry.,Leonid Gaidai,"Yuriy Nikulin, 
Nina Grebeshkova, 
Andrey Mironov, 
Anatoliy Papanov",8.3
4477,tt0200654,Gemide,"Sailors want to remain in their small world, warm and cozy and full of lies, but they kidnap a prostitute from some pimps.",Serdar Akar,"Erkan Can, 
Haldun Boysan, 
Yildiray Sahinler, 
Naci Tasdögen",8.0
4484,tt0065670,Twelve Chairs,Two gentlemen of fortune from the times of Imperial Russia are looking for an uncountable treasure at the dawn of the Soviet Union age.,Leonid Gaidai,"Archil Gomiashvili, 
Sergey Filippov, 
Mikhail Pugovkin, 
Glikeriya Bogdanova-Chesnokova",8.2
4537,tt1620933,Paan Singh Tomar,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Tigmanshu Dhulia,"Irrfan Khan, 
Mahie Gill, 
Rajesh Abhay, 
Hemendra Dandotiya",8.2
